mb1.pptx
148	1111000
202	1101100
229	1100011
81	1011101
242	1011001
40	1011000
0	1010010
162	0101101
207	0100010
103	0011100
249	0011001
121	0010010
41	0010000
74	0001101
68	0000111
60	0000101
179	0000011
158	11111110
42	11111101
84	11111000
80	11110111
168	11110101
70	11101110
114	11101101
160	11101100
37	11101011
159	11101010
149	11101000
124	11100110
217	11100101
62	11100011
39	11100010
146	11100001
27	11100000
255	11011110
82	11011100
136	11011011
19	11011010
185	11010111
64	11010110
1	11010100
137	11010011
140	11010010
25	11010001
243	11010000
50	11001111
200	11001110
163	11001101
101	11001100
35	11001011
141	11001010
228	11001001
138	11000101
73	11000100
236	11000011
204	11000010
6	11000001
128	11000000
165	10111111
69	10111110
16	10111101
115	10111100
55	10111001
156	10111000
231	10110111
145	10110110
83	10110101
99	10110100
57	10101111
79	10101101
150	10101110
152	10101100
107	10101011
220	10101010
166	10101001
108	10101000
21	10100111
20	10100110
3	10100011
44	10100010
110	10100001
153	10100000
117	10011111
89	10011110
2	10011101
49	10011100
65	10011011
246	10011010
13	10011001
173	10011000
215	10010111
51	10010110
206	10010101
33	10010100
88	10010011
252	10010010
86	10010001
181	10010000
218	10001111
109	10001110
214	10001101
172	10001100
4	10001011
29	10001010
100	10001001
76	10001000
71	10000111
91	10000110
190	10000101
66	10000100
230	10000011
95	10000010
18	10000001
171	10000000
14	01111111
9	01111110
125	01111101
175	01111100
54	01111011
180	01111010
198	01111001
45	01111000
164	01110111
17	01110110
123	01110101
90	01110100
22	01110011
182	01110010
203	01110001
102	01110000
177	01101111
235	01101110
5	01101101
251	01101100
10	01101011
98	01101010
131	01101001
133	01101000
143	01100111
53	01100110
104	01100101
36	01100100
213	01100011
32	01100010
111	01100001
43	01100000
11	01011111
85	01011110
26	01011101
67	01011100
47	01011001
75	01011000
96	01010111
34	01010110
105	01010101
48	01010011
135	01010100
59	01010010
118	01010001
170	01010000
78	01001111
196	01001110
58	01001101
130	01001100
113	01001011
129	01001010
142	01001001
201	01001000
144	01000111
161	01000110
174	01000011
30	01000010
56	01000001
189	01000000
7	00111111
28	00111110
127	00111101
94	00111100
197	00111011
63	00111010
106	00110111
178	00110110
31	00110101
219	00110100
157	00110001
97	00110000
87	00101111
8	00101110
234	00101101
254	00101100
247	00101011
61	00101010
92	00101001
223	00101000
191	00100111
208	00100110
176	00100011
238	00100010
226	00011111
52	00011110
205	00011101
183	00011100
126	00011001
154	00011000
12	00010111
237	00010110
132	00010101
212	00010100
209	00010011
77	00010010
193	00010001
195	00010000
210	00001101
221	00001100
24	00001001
186	00001000
23	00000101
139	00000100
245	00000011
169	00000010
199	00000001
134	00000000
72	111111111
155	111111110
216	111111001
188	111111000
194	111110111
15	111110110
112	111110101
227	111110100
192	111110011
222	111110010
119	111101101
93	111101100
122	111101001
239	111101000
187	111100111
116	111100110
46	111100101
147	111100100
151	111011111
225	111011110
248	111010011
120	111010010
232	111001111
240	111001110
184	111001001
38	111001000
241	110111111
211	110111110
250	110111011
224	110111010
167	110101011
253	110101010
244	110010001
233	110010000
